,Country Name,indicator,Indicator Name_y,Indicator Name_x,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,Type
71,New Zealand,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",726.973252,1028.274927,1255.2441939999999,1506.280908,1902.3198,2216.07627,2434.353906,2711.241211,3156.570874,3101.106006,3396.1161380000003,3712.512939,3977.8527340000005,4138.718018,4405.155103,3464.5542240000004,4962.785815,5163.515771,4753.888103,4303.420629,4615.230918,4366.6046289999995,3893.412861,4247.896416,4275.439463000001,4469.278018,1619.686369,2079.5853030000003,3158.210352,2478.985686,2295.12997,3067.041322,3937.6269380000003,5159.400071999999,6143.753332,5489.763346,4016.096658,3065.028502,3008.159336,2929.7599969999997,4143.643994,Tobacco
72,Oman,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",1487.536664,2187.77966,2894.422507,3823.951238,4551.935594,5250.189022,5882.423588000001,6544.750803,7129.803573,7843.439622,8470.130545,9075.711243000002,9680.293201,10343.91403,11056.39688,11671.88193,12484.32507,13150.04915,13792.286069999998,14170.20449,14599.0751,15039.34769,15333.05676,15748.3219,16151.721919999998,16637.68352,-188.0313477,-233.7827637,-18.86388672,-80.72177734,-146.5461914,100.4488037,169.8256592,-1288.246558,-7843.602002,-10200.32996,-14293.188430000002,-21916.48735,-23823.07462,-30115.365260000002,-30097.07394,Tobacco
73,Pakistan,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-3456.353147,-3063.9351,-3078.0320920000004,-3553.4380200000005,-3874.0291039999997,-4150.779697999999,-4809.488164,-5176.686718999999,-5562.13962,-5648.694229,-6691.12169,-6730.500323,-6421.646046,-7617.325556999999,-734.9985257999999,-7437.265049,-639.5526664,-666.5502445000001,-490.6918656,-472.60290080000004,-807.4270219,-1514.643233,-1864.4656940000002,-2127.904561,-3407.663936,-3912.419209,-1186.421172,-2486.251563,-4421.3973829999995,-4206.992367,-2699.060797,873.9545578,981.7893469,1987.8427420000003,1465.363769,2879.034859,5488.592922,2736.121033,17146.43731,23093.14779,28977.03757,Tobacco
74,Panama,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",40.03133026,56.38764465,163.0093054,226.3041278,246.1815637,208.40884340000002,238.96165409999998,289.8492816,206.7272754,265.3180554,254.15878909999998,236.6996796,247.09278930000002,263.34977599999996,286.3700909,0.145701294,281.514794,291.6009985,314.3143024,347.3079974,352.4847583,375.1727405,381.81359249999997,420.3403125,398.3209985,425.4879932,181.9192749,-72.46841187,134.2050452,833.7048198,749.4474409,981.8745182,802.4039746000001,-994.3556035,-91.06747729,-192.7045237,2965.364216,2298.453176,1672.5849349999999,1547.465383,1171.350895,Tobacco
75,Peru,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",16037.40198,13647.118880000002,14705.408919999998,16177.122940000001,18648.169980000002,14682.141930000002,17400.84443,18261.25904,19280.54229,17456.63679,18280.13938,18681.01784,14807.142880000001,15564.865730000001,16569.31001,18736.766069999998,17058.27718,17240.41521,19672.66235,18567.12706,19622.233930000002,21475.92631,15330.133109999999,16861.127330000003,17433.03443,17638.47385,20697.44194,13006.948,13822.148969999998,1078.256873,995.7631738,2418.693193,1874.031211,12829.94976,3568.6142090000003,12247.01812,455.05357419999996,-2788.3056899999997,-451.03223859999997,-2090.8259940000003,-882.9447073999999,Tobacco
76,Philippines,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",2320.981582,3286.936377,1420.799209,1302.902705,2051.738789,3148.457793,3668.4899020000003,2987.3278609999998,3247.267148,2245.64125,2830.570195,5167.302725,2831.110977,1815.76248,3022.1473539999997,-2065.502041,3534.844482,3252.226797,3168.081182,3677.248779,5980.738037,5574.408779,10611.33736,6808.652870999999,5428.646484000001,2979.898633,29754.98867,5261.38418,13268.042290000001,6562.658887,1361.433281,878.2507617000001,-129.18939450000002,-93.39837891,61674.79452999999,4210.9598829999995,4425.038461,74256.18575,5690.824348,7944.590923000001,10484.54888,Tobacco
77,Poland,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",31823.13906,31049.61094,38139.59922,41569.12734,36235.369139999995,38055.55586,32623.489060000004,24546.08125,6839.014062,22511.78164,11586.21094,162.5898438,-11170.17578,-25150.69141,-21627.61133,-43289.318360000005,-35058.04102,-33274.005860000005,-21545.88845,-27012.55247,-21802.59891,1056.512891,2112.948437,-8331.847265999999,-39678.92188,-31774.40078,-41022.480019999995,-35578.71683,-19442.957919999997,-19885.58315,-17031.65781,-17299.012290000002,4399.453028,5555.661591,4913.560189,4304.419606,10757.82869,11828.13986,11948.3101,14371.589969999999,17351.512,Tobacco
78,Puerto Rico,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-509.07777410000006,-476.5969789,-420.4616978,-401.5073638,-427.28010710000007,-409.6990988,-387.8753162,-199.4505216,-177.7807783,-181.96690619999998,-131.5925906,-222.84661519999997,-233.7373086,-175.0099845,-149.9799935,-152.9293053,-165.8245659,-214.5910692,-29.99782307,-14.73872655,-35.48647388,-20.53391421,-34.66571688,-38.92848925,-45.37117094,-79.85288620000001,-229.20777230000002,-299.9947781,-317.9741662,-275.59148500000003,-292.8487356,-297.9832784,-271.5838026,-255.0095931,-225.14329730000003,-211.74770409999996,-163.832298,-22.14332484,-29.19253028,-5.143865694,-4.125375013,Tobacco
79,Portugal,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",284.63660350000004,301.6276141,262.7890371,285.68796760000004,355.7667027,365.9413875,382.5062066,455.1307938,598.3851758,488.80202149999997,700.810625,654.5122558999999,734.8214941000001,585.5306055,877.7261426000001,587.9225586,732.9836328,752.4601757999999,1059.467926,1157.808484,1270.196372,1279.001716,682.4151347999999,1219.158273,1121.0176789999998,1666.761098,8282.892715,3224.861563,6781.091641,4879.216093999999,3720.912676,9755.686836,4150.754648,15270.52549,2878.919551,1175.379117,-913.1809102,1042.453921,2603.0510059999997,3646.368242,6775.189983,Tobacco
80,Paraguay,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",29831.80047,24671.74192,26515.458740000002,30095.486269999998,35000.628580000004,26622.73671,32419.3857,34264.05448,36503.21256,32926.07842,34773.06308,35449.73712,27550.047360000004,29199.50565,31140.4577,38224.30457,31849.996839999996,32149.11228,37203.00545,35001.37682,37255.833269999996,40995.39661,28335.916989999998,31472.065,32687.534910000002,33022.17725,21158.76931,101752.4857,12804.22182,53924.44433,52535.72900000001,54635.59462,41433.74756,62141.677760000006,41397.24012,112535.9375,27928.792019999997,20531.6735,19900.05541,19885.61651,19796.1306,Tobacco
81,Romania,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-3431.6096479999997,-3093.482422,-2217.811016,-2505.6154300000003,395.72882810000004,393.55966800000004,282.32921880000004,340.3822266,593.4315625,767.4618555,149.2448438,330.0710352,311.580332,392.88113280000005,459.77543949999995,-8001.830254,669.4397852000001,1815.502539,1405.862683,2669.181477,1380.883047,1552.272266,1392.631875,1047.928516,896.2323828,1639.089727,837.4205937,-300.02092189999996,-697.2639999999999,316.99127339999995,-1052.218734,-2591.380328,-3107.33225,-1916.253886,-1035.1151949999999,-2238.636539,-4777.553734,28.10045312,597.1587695000001,3147.0279100000002,-1511.498457,Tobacco
82,Rwanda,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-151.289352,-131.8192507,-120.72174840000002,-127.5935406,-89.52787482,-87.72924137,-74.64078696,-46.74713472,-36.28598022,67.22138548,72.60984758,122.9860933,257.2278445,257.8410681,272.4941101,134.3204122,267.0373434,265.5620735,439.7010943,417.0104951,425.9002745,465.6396301,493.8846202,461.64267069999994,471.69830379999996,349.9440454,1903.1121190000001,1047.106994,1261.267184,3.073574432,635.7947313999999,460.3401004,871.5148965,480.6673054,327.7817604,69.88906924,220.8962444,507.59249270000004,830.7192411,812.6869887999999,768.8231217,Tobacco
83,Senegal,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",14.87029602,22.36032379,20.28249725,28.25797363,34.81400604,37.48148895,42.06873779,41.090506899999994,36.76045044,44.74008087,43.02617004,54.32977783,52.71002136,49.75131653,57.12116516,33.07046082,62.66907898,70.5655896,72.51970947,77.90368379,78.05921577,78.84271392,67.67214219,69.34450732,83.68489243,79.28465493,31185.692939999997,41302.54868,33703.35152,43161.02843,39332.943380000004,19699.64477,32782.39828,32858.13497,41138.018,28280.453989999998,31328.388880000002,26262.36514,30360.873110000004,29952.2399,30363.768519999998,Tobacco
84,Singapore,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8889.471289,,-9723.124481,391.2378296,3041.0112059999997,2399.278949,2131.539111,1694.751355,3336.082165,2893.244516,5257.363981,6773.4447709999995,Tobacco
85,Solomon Islands,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7.442584782000001,6.624066205,12.352366900000002,5.012345453,3.4962889880000003,1.391585132,-45.32054364,-23.97748269,22.49076621,34.57835624,30.86825049,29.62486625,5.039383428,35.19335875,37.43239626,30.69938834,66.63145192,71.37578965,78.61820125,73.89560856,75.04819342,79.47117585,56.13414795,56.07733754,54.40492041,76.19031778,56.93597587,63.76870713,126.50636750000001,112.75615060000001,167.549373,181.4268655,203.9445022,134.06400490000001,160.1021293,253.35224100000002,255.6606557,232.4250017,228.15603900000002,225.0351679,228.5238972,Tobacco
86,Sierra Leone,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",3467.2086979999995,3778.429696,3069.321724,3215.992815,3268.199882,3787.3124840000005,3273.8888100000004,3564.7080170000004,4360.097259,3656.092533,4176.411339,3909.22582,3908.731222,3602.953379,3662.832761,3604.4111380000004,3622.0369939999996,3876.6633119999997,4841.862494,3919.9761770000005,4366.935347,4109.904551,4142.049229,4586.771712,4485.321396,4520.556357,14326.61865,20921.83648,10921.94112,27506.047019999998,18156.9272,16330.913859999999,16530.261759999998,10835.429090000001,20597.665569999997,19071.0906,23991.58879,9986.908537000001,5677.927108,5668.33906,5671.202814,Tobacco
87,El Salvador,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",26.49342957,43.90762756,46.37243652,49.48961029,63.53347717,80.31868347,99.99477478,101.7153325,115.2443621,84.67498047,88.72861633,81.11397339,78.25071319999999,97.92320862,91.77131714,-280.2797113,96.88771851,93.31023865,98.89496611,109.99052579999999,93.6680989,140.72552240000002,159.1142994,170.3313479,140.49181030000003,151.23793700000002,228.56952030000002,305.60026560000006,437.4169592,793.7609912,397.3233718,222.52695950000003,479.1147273,142.6398081,-189.6497041,-133.33500759999998,463.32256639999997,584.7378767999999,958.1813569,1002.292518,1063.995209,Tobacco
88,Somalia,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",137.4203545,185.2600361,190.4466229,179.6565504,158.7778251,175.3813252,156.5045168,158.35911030000003,218.16516040000002,204.1392918,241.39840730000003,247.41756759999998,272.95822139999996,255.95148340000003,286.9449263,65.41194296,172.3165059,178.02835359999997,224.5372483,-6.560907707,-58.127806799999995,-51.98871461,-141.72221130000003,-147.09696,-143.8495263,-256.5865756,904.1474519999999,844.5966707,-69.84716682,-307.2095095,-313.7178193,-31.34198565,-425.4412039,-303.2195173,-365.4292343,-338.4776657,-267.5896392,-441.72903990000003,-354.869403,-380.3849832,-391.62109399999997,Tobacco
89,Chad,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-120.46588359999998,-115.63233500000001,-115.3253445,-132.14467390000002,-127.7693158,-135.5716013,-142.99142619999998,-173.8001585,-178.25760469999997,-182.9119956,-186.72608569999997,-169.6338165,-213.1706364,-214.1567212,-170.74186830000002,-251.8599379,-277.85781160000005,-282.9652857,-161.963574,-230.2759555,-257.7965177,-323.4454514,-473.4367898,-498.975588,-497.212962,-608.7649884,91285.82213,102944.1976,107795.5647,83155.44296,105994.0547,108858.0051,100245.4146,101081.9335,94700.726,97990.9047,85404.80659,70106.9986,75471.32565,75436.61695,75263.09465,Tobacco
90,Togo,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",5547.322189,5960.343385,4783.41171,5064.811615,5167.017453,5990.630397,5158.434511,5581.327113,6816.212694,5758.935493,6600.091685,6165.725599,6135.652711,5614.0096920000005,5668.395709,5860.091501,5505.058897,5947.636599,7391.5142829999995,5987.814708,6901.483990000001,6443.475707,6416.872904999999,7089.2492010000005,6911.999675,7042.837414,23492.6098,13752.92,15562.24929,12086.54239,14413.102190000001,14532.317680000002,8662.947901000001,25306.21611,11789.909020000001,9507.898981999999,16004.69097,13718.27436,12577.0583,12163.76693,12377.78522,Tobacco
91,Thailand,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7383.272139,11125.981759999999,6627.843105,6397.504717,6488.2728130000005,9279.194004,11066.473909999999,9651.282861,11564.81982,10136.565990000001,10202.33332,17221.633159999998,10968.324690000001,8573.570703,9984.085547,6676.729785,10889.293109999999,8499.389922,12173.789279999999,11038.91818,15257.8291,12750.36053,10943.08885,14887.889769999998,11494.68008,10764.968159999999,132478.8516,42016.17793,11346.85887,4561.97,26766.57188,20689.70176,52801.248439999996,29033.57969,10554.250390000001,37782.3125,2938.832422,12593.3931,43962.47153,46177.341810000005,45142.32688,Tobacco
92,Tajikistan,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-3696.404655,-3786.7406079999996,-3893.7906450000005,-5574.8871770000005,-5613.890283,-5772.0627079999995,-5953.4534380000005,-6044.128882,-5855.957562,-5795.37849,-6075.695811,-5925.965784,-5933.782618,-5935.093082,-5792.071339,-5749.394296,-5811.642140999999,-5800.369724,3683.4683229999996,4933.637489,5870.93613,5106.766238,4404.568859,4757.618063,5000.904958,3896.770436,3860.344685,4008.3159590000005,2939.932543,3287.0593670000003,2992.165482,3285.1654559999997,3570.220953,3786.806786,4252.2906649999995,4655.938846999999,4439.924171,4223.716319,4447.520955,4716.243272,4515.3474719999995,Tobacco
93,Turkmenistan,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-1901.207096,-1747.178546,-1604.665362,-16634.183409999998,-14250.517409999999,-14581.28108,-14929.49034,-15935.73285,-21835.89164,-22596.98762,-23340.621909999998,-24069.61485,-25139.160369999998,-26242.37844,-26699.52522,-27407.34516,-27086.45976,-27467.152339999997,3540.550595,4044.478021,3514.382735,2742.102247,1862.202593,1611.3310470000001,1226.828041,1438.527891,472.9355225,693.5866797,-154.6878418,-87.68213672,-1510.712992,-707.4793437000001,-6402.345402,-6979.211093999999,-8417.732047,-10274.3134,-9663.655686,-4188.983722999999,-5843.610564,-7676.442948999999,-3906.3831259999997,Tobacco
94,Tunisia,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-2.771074219,-6.465056152000001,0.996918945,21.26449707,14.75534424,11.57628906,26.57629639,36.13896973,60.84411621,67.28704590000001,60.41008301,86.1489502,97.91210938,103.59321290000001,94.60898437,62.35568848,151.4,169.7620117,188.47260740000002,159.44794919999998,114.36669920000001,114.50795900000001,121.4703613,125.42299799999999,91.93398438,69.36679687,56.13310547,29.55029297,48.94018555,10.35277996,589.4074885,821.9388187999999,416.270136,-669.4773007,-552.3402832,-378.238878,496.89474749999994,806.4988747,1644.349674,3965.7204340000003,3680.432425,Tobacco
95,Turkey,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",627.379068,818.5649922,911.3234375,1246.1400390000001,1480.239258,1860.705273,1727.0314449999998,1711.1265629999998,1828.023047,1757.945312,1796.6603519999999,1840.534766,2280.549609,2686.674805,3030.769922,-5313.5158200000005,3388.278516,3634.3160159999998,2550.152116,3180.066563,5144.861359,3076.023625,3542.703078,3150.251219,2681.581609,3098.681016,4387.149688,5104.508297,2287.850375,4801.27375,5187.200625,5370.5225,5132.176656000001,5621.859766,6766.916703,5958.998313,-8807.261,-2273.27612,2494.7083789999997,-4803.879627,-6438.3046939999995,Tobacco
96,Uganda,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",1820.010907,2631.747803,3450.0080009999997,4249.164898,4934.467038000001,5729.917922,6501.4340649999995,7343.717133,8151.557140999999,8706.657764,9595.833399,10395.37852,11177.54625,11978.3895,12787.06476,13469.03073,14405.9625,15145.805019999998,15154.300659999999,15124.93377,15273.57362,15438.61466,15282.2336,15466.188240000001,15695.68965,15540.78386,63051.276770000004,34489.67155,48900.005769999996,33933.40451,35933.75046,63026.90154,45008.52756,80818.20208999999,12026.08643,49983.56356,49277.52157,21437.811530000003,40426.01739,40235.544760000004,40136.94275,Tobacco
97,Ukraine,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-47315.849610000005,-69208.00781,-87670.70508,-77367.29297000001,-107738.4941,-105162.6953,-183668.5938,-185711.3906,-209674.2031,-181843.0078,-191673.0977,-202916.7031,-207373.6992,-197218.3984,-225978.0977,-258844.1016,-258921.0039,-263710.1016,-10552.71023,-18644.56013,-12603.44531,-10274.29078,-8990.367187,-3580.627813,5104.490078,4857.765469,2103.304063,2114.966641,-3442.286359,-3595.1010939999996,-1501.8425,-1006.940375,-4070.8234060000004,-14655.148980000002,-18623.65727,-11885.8543,-1634.4409380000002,-4175.649949000001,-4982.069717,-3103.66512,-195.92010980000003,Tobacco
98,Uruguay,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-2.939532471,31.46318115,52.41787842,73.69153198,98.08923462,141.6881653,201.004989,234.9893701,252.19728999999998,266.5312415,289.9909399,298.3723932,320.08288819999996,336.3817047,350.6848224,13.60397034,394.9871417,418.12210330000005,439.315839,449.8798046,452.3326765,468.02673880000003,461.19374010000007,448.9905818,465.60766550000005,485.253021,316.0963501,517.5093152,439.58492259999997,82.96191628,102.07269000000001,245.88221659999996,208.1322126,450.2201306,310.1444546,292.6676172,-1731.403698,-1949.8709800000001,-410.3608836,-1499.4923119999999,-1392.622941,Tobacco
99,Uzbekistan,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",11063.622870000001,11880.4932,12653.25157,-26476.85234,-23020.63795,-23951.144119999997,-24903.627930000002,-27366.822119999997,-36652.2062,-39211.20843,-41002.73636,-42906.563030000005,-45199.8076,-48026.193719999996,-49837.060639999996,-52134.95566,-52732.736130000005,-53928.575379999995,2584.643843,2509.643747,2509.514091,2597.415007,1123.619062,1094.836515,1253.53899,1049.168932,10.57901641,747.5975397999999,-1222.403785,-397.841918,-154.7858398,1182.811517,596.7638437,-265.4605031,67.07620781,-1001.6101060000001,7133.563867,8234.522832999999,6916.978719,6385.755872,258.44208540000005,Tobacco
100,Samoa,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",9.537445391,8.04305402,13.05766161,8.243668092,7.233848198,5.915341313,-22.23359965,-7.272366377999999,31.04113384,1.453419274,28.11134838,13.0139911,-1.8645507140000002,10.48525666,25.94937276,12.1885547,27.80094332,35.94974876,42.03326092,35.30888057,44.14026925,41.11271349,31.17540231,35.87627634,29.32675625,50.26994343,34.89500645,44.04645144,36.33892381,27.772370399999996,35.04155837,32.12785798,33.08894528,26.92820653,53.87100727,66.51997846,64.4904327,54.15974727,56.16016364,53.521660499999996,54.75676675,Tobacco
101,South Africa,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",12036.9118,11788.44313,9676.354297,9482.560781,8568.228594,8524.653359,6808.431094,9571.252617,8715.925117,2512.971211,2967.409414,3059.899531,,,,,,,4614.76057,4049.9341719999998,10331.488609999999,2359.820109,3159.8575309999997,5132.225438,3965.7066090000003,3753.960297,51885.2707,44843.23008,29870.50801,39090.09766,41939.23711,33362.89063,24526.319919999998,36471.51719,13049.92969,14234.3625,,,,,,Tobacco
102,Zambia,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",98932.4942,105067.5404,92926.7996,107986.6887,96345.73254,109944.9834,115847.4537,150429.4616,127161.6627,112614.7628,126413.4786,127455.8023,102310.8746,103447.2828,96170.08855,128946.0937,94815.50632999999,104673.1444,142576.6384,121015.5749,185856.5446,112382.5592,128411.2603,129395.0564,111988.8882,106952.7705,398759.1784,284077.8772,249122.9895,256241.572,258764.3574,313542.8294,325213.7766,348226.0794,268872.1126,295497.1651,305248.1719,249600.4927,302802.9623,302497.0267,301825.8133,Tobacco
103,Zimbabwe,other emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-212.7210205,-171.6712158,21.55297852,47.24982666,36.8182373,69.71387939,308.3869531,349.4228857,375.702854,425.98313229999997,453.62410030000007,491.52417239999994,550.7190356000001,571.8328857000001,625.9430664,-2685.186108,705.9899902000001,754.2970825,802.9028563999999,814.2259282000001,807.1383311000001,826.2117728999999,838.4708555,869.9062319,867.4939888,878.6947256000001,46699.31521,33548.1719,22007.565769999997,28383.70808,22315.7644,22601.339,36180.7882,33103.098710000006,32455.28835,38020.3786,48308.307689999994,46752.2145,48880.04614,48428.26585,48485.8069,Tobacco
104,Angola,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",42205.6507,44252.66912,40179.2335,44429.30003,38448.02409,43563.41218,46235.11458,56644.651970000006,48001.866160000005,41894.79496,45243.80208,44852.06032,35878.30078,36714.19083,35982.41365,46721.25774,35736.7658,39342.98618,50806.542689999995,43761.08127,64997.83986,39775.107189999995,44657.24335,48230.29864,47136.215789999995,33091.22462,35275.1251,36119.4252,34780.6811,34371.8411,34490.369,35858.015,36860.2334,35855.7384,36375.822,36690.534,37396.294,38309.465130000004,40029.3921,40878.65196,41657.16485,Tobacco
105,Albania,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",7613.2661,7348.4921,7632.6643,7873.036999999999,8470.9784,8948.9809,9996.0562,11248.3583,11433.5842,10520.3625,10730.5261,11567.5737,12215.2375,11821.5831,12079.105,12175.4832,12603.8867,12552.7369,11112.72956,8273.6324,6227.1532,6067.1799,6793.7963,6421.5713,6187.3841,5500.607,5246.1311,6493.4872,8389.2767,6820.6244,7503.059759999999,7834.0157,7401.10155,8308.3856,8027.14955,9879.3935,8136.785,8108.812387000001,8506.996034,8712.296365,8898.640911,Tobacco
106,United Arab Emirates,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",44905.46275,56875.507820000006,57411.52655,57798.60342000001,70352.6192,69646.4002,78630.0426,57226.4289,60172.9218,53924.8253,52758.6888,50999.3789,66620.7794,67746.709,64880.31,62290.0822,64750.9019,71801.913,72498.5763,80008.30573,78759.69917,81325.7913,88014.56242999999,93904.01287,103034.6521,101901.3844,104993.2009,107207.9329,115420.5144,115018.8197,126800.2057,134091.6856,139999.4635,143367.6627,151837.32,167986.4324,181388.5363,182422.1692,193127.1576,199342.5226,204888.71899999998,Tobacco
107,Argentina,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",223912.2788,226956.0333,229456.38,233416.77,247051.66,247370.86,248238.32,255920.06,253870.99,245776.76,243613.02,248681.79,243111.57,238145.75,250785.28,256953.81,266245.22,265608.3,266555.03,267188.7341,272139.1851,276522.7527,270948.3575,275096.4092,288246.2679,299708.76,311514.7,333886.59,331450.87,326483.81,311051.93,344797.06,369944.11,358385.64,373600.56,384547.75,411503.63,373409.0656,364684.2538,372873.1438,380295.3204,Tobacco
108,Armenia,Total emissions,Total greenhouse gas emissions (kt of CO2 equivalent),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6750.8237,7371.7577,7983.8753,11627.038,11929.3886,12413.3746,12915.3444,13468.8879,14508.3336,15064.5702,15764.9062,15928.7094,15993.2273,16261.8193,16485.7384,16465.0412,17613.5979,17459.8322,24729.9166,25425.6997,14512.5941,8362.9081,6107.5421,6710.3697,5992.235,6719.5874,6737.0419999999995,6389.0077,6867.7102,6896.4518,6460.2393,6973.88104,7633.471,8401.8162,8743.5088,9323.71758,12469.983,11235.08927,11393.03935,12417.73612,12319.38961,Tobacco
