,Country Name,Indicator Name_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,Indicator Name_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,"('Value', 1972)","('Value', 1973)","('Value', 1974)","('Value', 1975)","('Value', 1976)","('Value', 1977)","('Value', 1978)","('Value', 1979)","('Value', 1980)","('Value', 1981)","('Value', 1982)","('Value', 1983)","('Value', 1984)","('Value', 1985)","('Value', 1986)","('Value', 1987)","('Value', 1988)","('Value', 1989)","('Value', 1990)","('Value', 1991)","('Value', 1992)","('Value', 1993)","('Value', 1994)","('Value', 1995)","('Value', 1996)","('Value', 1997)","('Value', 1998)","('Value', 1999)","('Value', 2000)","('Value', 2001)","('Value', 2002)","('Value', 2003)","('Value', 2004)","('Value', 2005)","('Value', 2006)","('Value', 2007)","('Value', 2008)","('Value', 2009)","('Value', 2010)","('Value', 2011)","('Value', 2012)","('Value', 2013)","('AverageTemperature', 'mean', 1971)","('AverageTemperature', 'mean', 1972)","('AverageTemperature', 'mean', 1973)","('AverageTemperature', 'mean', 1974)","('AverageTemperature', 'mean', 1975)","('AverageTemperature', 'mean', 1976)","('AverageTemperature', 'mean', 1977)","('AverageTemperature', 'mean', 1978)","('AverageTemperature', 'mean', 1979)","('AverageTemperature', 'mean', 1980)","('AverageTemperature', 'mean', 1981)","('AverageTemperature', 'mean', 1982)","('AverageTemperature', 'mean', 1983)","('AverageTemperature', 'mean', 1984)","('AverageTemperature', 'mean', 1985)","('AverageTemperature', 'mean', 1986)","('AverageTemperature', 'mean', 1987)","('AverageTemperature', 'mean', 1988)","('AverageTemperature', 'mean', 1989)","('AverageTemperature', 'mean', 1990)","('AverageTemperature', 'mean', 1991)","('AverageTemperature', 'mean', 1992)","('AverageTemperature', 'mean', 1993)","('AverageTemperature', 'mean', 1994)","('AverageTemperature', 'mean', 1995)","('AverageTemperature', 'mean', 1996)","('AverageTemperature', 'mean', 1997)","('AverageTemperature', 'mean', 1998)","('AverageTemperature', 'mean', 1999)","('AverageTemperature', 'mean', 2000)","('AverageTemperature', 'mean', 2001)","('AverageTemperature', 'mean', 2002)","('AverageTemperature', 'mean', 2003)","('AverageTemperature', 'mean', 2004)","('AverageTemperature', 'mean', 2005)","('AverageTemperature', 'mean', 2006)","('AverageTemperature', 'mean', 2007)","('AverageTemperature', 'mean', 2008)","('AverageTemperature', 'mean', 2009)","('AverageTemperature', 'mean', 2010)","('AverageTemperature', 'mean', 2011)","('AverageTemperature', 'mean', 2012)","('AverageTemperature', 'mean', 2013)"
25,Cuba,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",564.3293613,2998.44435,2470.4858449999997,3756.726931,3299.369428,866.0063690999999,-657.0615293,1499.924566,1201.130092,2380.7017579999997,4341.762449,-624.6774452999999,-691.6006855,2363.357893,2685.893551,1134.9650490000001,1554.111871,1825.819291,-1647.069038,1185.504017,3236.1861879999997,4439.565664,4584.215434000001,4974.365193,3947.096718,2994.196572,1011.9554300000001,-332.9798682,-376.1315381,-248.38150980000003,4715.582446,6086.183690999999,6675.557683,4071.838926,3683.90106,1491.846323,7644.059706999999,2537.612793,4836.823547,7503.196268000001,8037.336225,Total greenhouse gas emissions (kt of CO2 equivalent),41208.044,46313.542,47918.41099999999,49933.41,51086.207,51145.939000000006,52382.905,56403.424000000006,56022.78400000001,57498.085999999996,59314.803,55892.989,59159.469000000005,59888.03,61131.15900000001,60995.873,63306.072,65695.28,57043.9724,50969.22900000001,46322.717000000004,43694.765999999996,45487.643,46584.977,48578.107,49638.525,46514.684,45832.242,46257.54,44507.955,48831.03599999999,48493.237,48579.217000000004,45763.450999999994,45505.475999999995,44012.986,48557.435999999994,50545.3965,49782.5314,51170.74785,52418.45565,4962.0,6040.0,6391.0,6112.0,7296.0,6685.0,7366.0,6241.0,1539.0,8248.0,6439.0,4532.0,8117.0,7063.0,7250.0,6962.0,7826.0,8826.0,6983.0,6200.0,5515.0,4931.0,4697.0,6515.0,7581.0,6674.0,7734.0,6675.0,7113.0,7778.0,10163.0,11554.0,11466.0,12800.0,10987.0,11200.0,9328.0,10136.0,10120.0,14599.0,12089.0,18596.0,25.479666666666663,25.771333333333335,25.684250000000002,25.54975,25.89075,25.502583333333334,25.656916666666664,25.626833333333337,25.678250000000002,25.848166666666668,25.486500000000003,26.081750000000003,25.86633333333333,25.63258333333334,25.671833333333336,25.872583333333335,25.924750000000003,25.824749999999998,25.90341666666667,26.133416666666665,26.165833333333335,25.859583333333333,25.874416666666665,26.26466666666666,26.127499999999998,25.80133333333333,26.63825,26.407083333333333,25.7975,25.784999999999997,25.85641666666667,26.313000000000002,26.361583333333332,26.26891666666667,26.14408333333333,26.154500000000002,26.279750000000003,26.054750000000002,26.022333333333332,25.62733333333334,26.153000000000002,26.059,26.250444444444447
26,Cyprus,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",34.40274475,38.87617737,23.13216034,24.62536682,28.87707581,30.71664032,35.39863953,27.5871756,38.15948975,35.72214417,32.68786438,34.72611877,34.89863403,36.81873047,45.32914001,-515.3330701,43.91231995,47.54792969,-73.32710854,-72.90696118,-10.85124536,-15.31724121,179.9715149,207.3599603,221.7970319,218.5528253,90.71836548,62.22165161,127.26753909999998,90.34602773,113.54756040000001,194.6097805,105.0478375,149.01188480000002,-30.72630371,-61.81474121,-131.75904540000002,,,-959.5825992999999,-784.4106565000001,Total greenhouse gas emissions (kt of CO2 equivalent),3306.43696,3448.3032,2681.52401,2638.6324600000003,3108.57809,3261.43399,3396.86829,3598.3317799999995,3785.87352,3663.4322399999996,3731.46028,3742.98275,3809.4900700000003,3773.2853,4145.1904700000005,4177.05377,4828.40647,5077.29034,5130.35771,5706.58558,6071.51999,6262.59944,6692.74486,6594.24968,6931.648029999999,7004.32781,7355.14022,7572.954879999999,7952.74819,7790.874470000001,8040.81118,8896.65236,8725.299009999999,8911.6747,8761.86464,9077.2757,9165.95482,,,7652.330916,7431.193453,5739.0,1671.0,,4762.0,6378.0,5213.0,7586.0,7340.0,7830.0,10572.0,13622.0,17143.0,20278.0,15721.0,18776.0,23509.0,21649.0,26160.0,33960.0,35397.0,45000.0,48125.0,40400.0,45342.0,42000.0,46000.0,48413.0,45000.0,49211.0,46364.0,46364.0,35000.0,44872.0,44872.0,44872.0,38462.0,41667.0,42689.0,43408.0,43177.0,43154.0,43130.0,18.90666666666667,18.594333333333328,18.989916666666666,18.840333333333334,18.83583333333333,18.576083333333333,19.0565,19.237750000000002,19.555750000000003,18.850083333333334,19.231916666666667,18.56641666666667,18.424333333333333,18.94333333333333,19.19775,19.28441666666667,18.882916666666663,19.0795,19.08,19.19441666666667,19.08275,18.04925,18.948999999999995,19.802000000000003,19.078999999999997,19.475583333333333,18.87625,19.96408333333333,20.07375,19.441999999999997,20.011750000000003,19.72916666666667,19.735083333333336,19.59575,19.587083333333336,19.540166666666668,19.945333333333334,20.144749999999995,20.15733333333333,20.952,19.681916666666666,20.012,20.349875
27,Germany,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",6168.257812,18955.49219,19849.28125,18046.96875,20329.60938,21731.25,23471.16406,22863.85937,20275.21094,20480.10938,19448.71094,9314.484375,13942.171880000002,17417.57813,28733.45313,47178.85547,45346.39062,43684.36719,66321.03516,58970.827339999996,59144.39687999999,62223.16327999999,62743.46484,61257.08437999999,56971.82109,61054.985160000004,27236.172160000002,28004.35638,29731.290310000004,29853.027339999997,29809.00275,50573.19428,44981.19371,44657.7045,47185.57233,53940.61035,64896.832,80235.73173,48951.606889999995,49891.521160000004,65264.75674,Total greenhouse gas emissions (kt of CO2 equivalent),1300781.18,1364682.32,1336033.72,1273609.66,1336497.06,1315704.67,1357268.4,1411701.43,1354782.98,1317791.85,1267150.22,1268455.75,1291691.56,1301253.1,1302264.97,1306982.38,1294253.92,1278982.32,1256074.03,1219016.83,1158796.5,1147631.32,1135937.69,1131718.77,1153137.92,1122917.37,1060398.257,1020391.257,1016295.545,1025983.5,1007404.927,1017485.978,1016628.79,981287.6843,994686.0458,972896.2254,992116.3026,950463.4086,948006.7542,929540.2634,951716.7111,21514.0,24348.0,22147.0,20492.0,21644.0,20240.0,18256.0,20429.0,16851.0,19654.0,20053.0,18667.0,19279.0,20991.0,20343.0,17283.0,19184.0,18219.0,18977.0,20364.0,27161.0,22912.0,19041.0,19116.0,24347.0,24353.0,25542.0,24549.0,24006.0,24743.0,23905.0,24734.0,22709.0,24436.0,25365.0,23670.0,26532.0,26603.0,26166.0,25797.0,25726.0,25861.0,8.600166666666667,8.054833333333335,8.402833333333334,8.970416666666667,9.093666666666666,8.6505,8.804833333333333,7.932750000000001,7.901666666666667,7.727250000000001,8.3205,9.073333333333332,9.185666666666668,8.123,7.613333333333333,8.085083333333332,7.58925,9.195583333333333,9.679833333333333,9.6895,8.523083333333334,9.505833333333333,8.6335,9.847000000000001,9.033499999999998,7.374416666666668,9.048666666666666,9.17175,9.620750000000001,10.020416666666666,9.090416666666666,9.637333333333334,9.494250000000001,9.053416666666664,9.128416666666665,9.706000000000001,9.9975,9.642166666666666,9.359166666666665,8.008999999999999,9.819583333333334,9.227166666666667,9.23525
28,Dominican Republic,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",247.6988804,235.4982892,291.3779482,298.5732397,255.24198859999998,318.68726549999997,335.9517281,502.8958013,422.05835599999995,335.6139153,597.123218,407.5729258,464.3967141,482.0652283,527.1868369,-422.3563545,602.1564707,513.1192534,872.6170947,912.0877625,826.449293,907.0796292000001,900.8440654999999,937.1843723999999,1013.087462,887.9914789,868.4705176000001,617.2257480000001,1514.115811,1259.840138,315.83163260000003,-184.9793213,-1.093057617,953.8211815999999,-561.1547013999999,174.3554631,-396.1427812,1152.613407,2133.543697,1377.703567,1465.972579,Total greenhouse gas emissions (kt of CO2 equivalent),10802.2929,10851.2082,11816.9527,12412.0042,12864.1919,13474.0241,13385.7808,14246.4533,14322.2125,13619.1324,14125.3616,15304.7722,15829.7577,14820.7807,15700.0879,16036.5736,17140.9963,18031.1271,17001.1508,17837.37014,19815.45404,19630.34268,21226.569480000002,22043.95752,23333.57392,25012.87426,26833.045,27056.2282,28492.2016,28416.2369,29253.3232,28367.1271,28493.9958,29247.7907,29635.7214,30393.1473,30646.076,30499.846939999996,31668.70772,32578.158580000003,33395.08443,10402.0,13878.0,11017.0,14988.0,18154.0,12382.0,13581.0,12200.0,12386.0,12282.0,9633.0,11229.0,8676.0,10958.0,9696.0,12573.0,12256.0,10989.0,12359.0,12846.0,8982.0,9874.0,8464.0,10814.0,12222.0,13349.0,13672.0,13249.0,15691.0,12909.0,11844.0,12788.0,13031.0,12560.0,14050.0,13337.0,12168.0,14671.0,6412.0,14077.0,14292.0,14802.0,25.423999999999996,25.648083333333332,25.905,25.424999999999997,25.603499999999997,25.490499999999997,26.029083333333332,25.958,25.767750000000003,26.36616666666666,26.102249999999998,25.96375,26.25616666666667,25.758166666666668,25.764999999999997,25.932083333333335,26.294916666666662,26.11525,25.900583333333334,26.171166666666664,26.053416666666664,25.941333333333333,25.916500000000003,26.280583333333336,26.35775,25.87075,26.697249999999997,26.676333333333332,26.17283333333333,25.880416666666665,26.340666666666667,26.581249999999997,26.626333333333335,26.358750000000004,26.52116666666667,26.58566666666667,26.626,26.199250000000003,26.423083333333327,26.455583333333333,26.25075,26.340083333333336,26.290333333333333
29,Algeria,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-258.4950371,-1946.571807,-550.2199072000001,347.4806055,-834.8969629,-1207.008398,-999.1979492,433.15874019999995,640.0044922000001,2383.502832,3489.081543,4000.519922,3228.186523,1840.3087890000002,2847.660156,3510.1707030000002,3893.229004,3964.5683590000003,3674.9729450000004,3810.877293,2521.6165739999997,2929.248242,3022.119941,3156.640039,3198.191211,3201.319434,4030.7896880000003,3784.731633,2795.990664,2121.310039,80.84517969,-1030.962273,103.585375,-1324.730289,-1266.5125699999999,1391.559297,-1012.011094,-4685.542188,-967.3613742999999,-2110.639108,-8205.257102,Total greenhouse gas emissions (kt of CO2 equivalent),53749.0748,67626.6106,59317.0879,55999.4944,68739.1219,74887.917,81970.0189,84371.381,83331.195,79915.671,83128.898,89059.226,92775.912,104029.82199999999,107927.84599999999,106730.105,107912.716,110026.679,106445.8175,111649.00300000001,121636.28,122490.489,118601.888,123799.179,123728.789,123971.39300000001,126561.246,132794.415,133778.197,129334.834,131222.654,139592.331,139846.684,146241.499,151655.372,157333.425,160415.277,160849.9266,167674.633,172303.5092,176471.2268,6613.0,7025.0,7583.0,11010.0,9033.0,10753.0,6695.0,6843.0,7493.0,11158.0,11147.0,8418.0,13345.0,11659.0,10442.0,11726.0,13593.0,12596.0,12338.0,12391.0,13525.0,10899.0,10164.0,10528.0,10645.0,13214.0,9072.0,9871.0,11090.0,12343.0,10808.0,10586.0,13823.0,13273.0,13529.0,13616.0,14037.0,16677.0,18023.0,18272.0,18390.0,19565.0,22.672250000000002,22.69816666666667,22.886166666666668,22.541,22.71641666666667,22.35675,23.546083333333343,23.161833333333337,23.39683333333333,23.16016666666667,23.579250000000005,23.094166666666663,23.683000000000003,23.063083333333335,23.526250000000005,23.256666666666675,24.24775,23.81566666666667,23.724333333333334,24.014416666666666,23.011083333333335,22.767,23.450833333333335,23.642083333333332,23.7225,23.734333333333336,23.955166666666667,23.92058333333333,24.299416666666662,24.032249999999994,24.724416666666666,24.263000000000005,24.393666666666665,23.916000000000007,24.222583333333333,24.200833333333335,24.06533333333334,23.95025,24.15433333333333,25.215666666666664,24.144166666666667,23.95483333333333,25.1215
30,Ecuador,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",455.36886380000004,87.37395752,244.0180259,409.88698339999996,480.51698830000004,246.1049443,332.67891210000005,203.58215330000002,361.4090186,416.8248573999999,557.5148818,634.0857959,596.0818584,457.9958506,312.3059414,1231.73413,353.72595950000004,84.71323877,149.9928959,659.7870313,613.020002,685.0330878999999,1663.4519890000001,2004.806016,1730.301961,1121.7102849999999,2165.23452,1320.681932,3430.4173049999995,3240.53165,2716.222877,2740.752361,3015.126701,530.0730977,-214.9481094,-574.7071777000001,-2466.07948,-5533.383237,-6623.682302,-7244.896195,-6627.0999679999995,Total greenhouse gas emissions (kt of CO2 equivalent),13151.5483,14205.3605,15880.1861,16944.7733,18558.7328,19756.3034,20950.1594,22337.0345,23548.427000000003,25095.7716,25608.8504,24799.7518,26119.651,27254.1464,28409.6361,28130.0391,29861.917999999998,29978.648999999998,30859.4911,32029.751,33098.36,33609.924,36622.328,38984.727999999996,41250.815,41388.371,40663.024,37373.914,39805.121,41166.86,42616.27,44122.401,45931.824,47049.334,48495.587,49801.889,47603.308,49448.328010000005,50320.69803,51593.66338,52746.57269,8767.0,9044.0,11369.0,9648.0,8846.0,8832.0,9000.0,12731.0,14291.0,23072.0,18900.0,15460.0,19141.0,14306.0,22705.0,20754.0,21443.0,21380.0,24548.0,26036.0,22164.0,16050.0,21957.0,24254.0,26706.0,38500.0,19609.0,22196.0,12171.0,17399.0,17209.0,18800.0,19249.0,19208.0,19259.0,19268.0,19512.0,18039.0,17732.0,17440.0,16765.0,16334.0,21.573416666666663,22.485666666666663,22.082166666666666,21.695916666666665,21.571833333333334,21.98025,22.193,22.086750000000006,22.291416666666667,22.336000000000002,22.167666666666673,22.47725,22.94666666666667,21.886083333333332,21.838250000000002,22.0715,22.847083333333334,22.130916666666668,21.87641666666667,22.434749999999998,22.529500000000002,22.611500000000003,22.421583333333334,22.217083333333335,22.574166666666667,22.0325,23.082916666666666,23.121,21.90216666666667,22.026,22.236083333333337,22.76366666666667,22.668333333333337,22.64791666666667,22.5295,22.603166666666667,22.359750000000002,22.22425,22.67716666666667,22.639916666666668,22.33666666666667,22.445916666666665,22.264125
31,Spain,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",1022.3692970000001,1844.519961,2073.269648,2454.279688,3041.4075,3155.129063,3806.6123439999997,5150.769453,6611.741016,6595.361016,6369.662656,6605.040469,6937.322578,6970.438672,7004.980547,5340.362266,7247.849453,8040.641328,8514.085547,8775.223766,10115.66472,9639.156453,9915.346406,9964.561797,10013.849409999999,9152.007156,13401.80977,10469.14273,12734.42305,9689.615625,10494.78366,13389.67805,10706.06531,11866.60359,15783.26078,11886.04389,9099.895984,16183.55109,13249.50307,12601.88932,17453.12477,Total greenhouse gas emissions (kt of CO2 equivalent),197677.109,211641.504,225300.035,230871.75699999998,249915.39899999998,242955.113,243130.68899999998,256038.74399999998,269540.186,274923.577,268301.774,272032.249,262132.712,255905.052,261037.137,259342.83,268265.705,288737.88800000004,293343.061,300579.87899999996,308497.849,293901.601,306314.424,319459.334,309786.213,329912.391,343785.33700000006,363569.604,381031.15,377629.971,397417.357,407869.657,421107.42799999996,437016.74100000004,430218.33200000005,439904.16799999995,404869.429,372822.5154,354618.0226,353857.3861,348257.2922,16131.0,16164.0,16714.0,17862.0,17963.0,14694.0,18344.0,18967.0,18872.0,21429.0,19537.0,19437.0,19510.0,17224.0,16830.0,16359.0,15748.0,21440.0,20470.0,20694.0,18776.0,22069.0,24540.0,24667.0,24664.0,27780.0,29784.0,28477.0,30479.0,31291.0,30473.0,29237.0,30871.0,31096.0,32167.0,29289.0,31788.0,34431.0,31737.0,33113.0,32871.0,32332.0,13.091583333333334,12.810666666666668,13.420166666666665,13.324166666666665,13.374250000000002,13.434999999999997,13.548499999999999,13.716666666666667,13.831666666666665,13.604249999999999,14.273249999999999,14.204999999999998,14.1945,13.36575,14.131833333333333,13.876250000000004,14.460916666666668,14.161333333333333,15.045916666666665,14.762083333333335,14.007166666666665,13.955249999999998,13.50066666666667,14.650999999999998,15.072166666666666,14.151250000000003,15.105916666666666,14.552000000000001,14.3665,14.46875,14.616083333333334,14.647916666666667,14.996916666666666,14.396416666666669,14.303583333333334,15.105916666666666,14.241333333333335,14.229500000000002,14.968083333333333,14.246000000000002,15.321083333333334,14.58,14.858875000000001
32,Ethiopia,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-381.5660593,-366.0060583,-355.20633389999995,-332.0573001,-283.56528030000004,-223.85082369999998,-229.94529690000002,-255.18825809999998,-316.32626,-306.27964049999997,-317.6246657,-344.27957189999995,-263.9471331,-248.51781069999998,-291.6034326,-495.06131100000005,-289.7783899,-276.1558142,-346.4187427,-371.9320645,382.85276610000005,368.1195631,391.3769841,406.7139128,443.91284440000004,473.4357199,113657.6191,137680.0952,107095.2859,67308.82342,99819.66897,87993.44317,90604.00811,111531.62599999999,73509.37666000001,88796.35259,71581.41713999999,74153.95266,74239.10995,73934.05437,73227.33019,Total greenhouse gas emissions (kt of CO2 equivalent),53622.462999999996,55350.484000000004,51260.337,50931.592000000004,51242.885,54505.545,52141.327000000005,54010.331,58090.723,54772.992999999995,57626.867999999995,57482.025,55886.913,56113.395,59176.544,57709.267,57246.245,61350.887,67300.58055,63661.39064,68922.40705,65357.9845,65880.9686,69202.104,71509.731,73810.378,190909.59,217793.99399999998,183617.668,144657.84,186749.543,171731.66100000002,175248.634,200010.181,175184.51,189006.75,175266.23,182032.5841,182771.1979,184045.8761,185292.1681,,,,,,,,,,,,,,,,,,,,,,7016.0,7091.0,7000.0,6964.0,6946.0,6936.0,6957.0,7021.0,6876.0,6667.0,6667.0,6667.0,6688.0,6733.0,6763.0,6764.0,6764.0,6765.0,6765.0,6766.0,6767.0,22.752083333333335,23.251,23.446250000000003,22.792250000000006,22.847666666666665,22.999916666666664,23.137249999999995,23.117250000000002,23.329416666666663,23.642,23.15458333333333,23.25550000000001,23.493333333333336,23.192000000000004,22.916583333333335,23.193249999999995,23.626583333333333,23.51908333333333,22.856000000000005,23.37958333333334,23.41241666666667,23.239500000000003,22.98875,23.20866666666667,23.396500000000003,23.358583333333332,23.423833333333334,23.689416666666663,23.446833333333334,23.762583333333335,23.6615,23.82325,23.857166666666668,23.778666666666666,23.89691666666667,23.77808333333333,23.724000000000004,23.60258333333333,24.273583333333335,23.9275,24.074166666666667,23.976166666666668,24.6315
33,Fiji,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",331.3741478,356.72454260000006,433.854028,374.3557541,334.47427819999996,283.88562110000004,17.61008575,128.4157981,622.3379378,368.42434480000003,475.3972545,446.05884019999996,211.21824139999998,403.5068833,442.4767705,411.69217860000003,541.1986262999999,665.9773238,758.5717276,653.4836594,534.6756329,551.2287140999999,451.1240426,459.0645786,452.40365369999995,593.7745022999999,712.013297,487.2965433,-4.032739783999999,10.28128354,92.57935834,104.0720244,-95.41215974,-122.1890085,-81.16664375,75.28832756,17.017631,268.4100682,-47.88888955,-96.56006423,-96.9768125,Total greenhouse gas emissions (kt of CO2 equivalent),1165.2772,1228.97133,1376.48279,1327.95922,1309.14888,1456.96255,1461.9043199999999,1627.80991,2072.84375,1929.5288,1943.8613,1917.84897,1619.3788,1807.2406399999998,1857.3411,1853.8447,1985.6214,2189.0437,2328.8648,2172.7677,2001.1226,2100.3313,2084.0727,2182.1965,2222.8921,2217.2037,2322.7131,2090.7985,1574.6846,1639.3596,1806.9992,1931.6877,1810.4797,1836.0699,1945.9711,2097.6959,2123.9629,2336.074952,2163.9222870000003,2213.242874,2258.173057,15625.0,16667.0,17391.0,17696.0,18074.0,17933.0,18176.0,19934.0,21071.0,18529.0,18462.0,19515.0,15764.0,21061.0,20347.0,26329.0,11368.0,18022.0,10909.0,14157.0,13160.0,14680.0,12543.0,10462.0,10700.0,10925.0,10438.0,10130.0,10433.0,11143.0,8815.0,11000.0,10182.0,13320.0,7950.0,5320.0,5140.0,7317.0,7533.0,8000.0,7733.0,8167.0,25.425250000000002,25.152916666666673,25.679666666666666,25.550833333333333,25.667,25.423083333333338,25.113833333333336,25.000249999999998,25.251083333333337,25.281583333333334,25.4285,25.259416666666667,25.270416666666666,25.54783333333334,25.47283333333333,25.014750000000003,25.162666666666667,25.919916666666666,25.445333333333334,25.400500000000005,25.348,25.296333333333333,25.007166666666667,25.148749999999996,25.715999999999998,25.86108333333333,25.323416666666663,25.865333333333336,25.686666666666667,25.837166666666672,25.751416666666668,25.713333333333335,25.44666666666667,25.507749999999998,25.643416666666667,25.631500000000003,26.055333333333333,25.730166666666673,25.22741666666667,25.918499999999998,25.722833333333337,25.478250000000003,25.941374999999997
34,France,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",10628.717190000001,10895.20313,10843.15234,10541.22656,11623.64844,12363.11719,13616.582030000001,14515.06359,14775.25,14858.44422,14687.140630000002,17923.72375,17971.49609,17229.57703,18142.01172,26940.8468,16955.03711,16812.0243,28366.847660000003,28558.942189999998,31169.92734,32633.94695,31094.033669999997,27095.935080000003,25676.65266,27254.05898,22478.048730000002,22447.48786,27924.43455,29078.108239999998,28229.71055,30330.2142,27862.39687,21811.339659999998,23106.07391,24134.29785,30439.9935,33720.92248,32240.5895,34414.07071,34637.33799,Total greenhouse gas emissions (kt of CO2 equivalent),650356.94,691091.495,674903.0,634882.235,679365.4,667440.965,687571.95,697434.69,675156.85,621534.31,597074.4,584373.15,575218.36,561940.72,549474.89,547516.39,533912.04,547917.63,554685.28,580971.95,564014.19,541094.38,538140.6,543013.14,572529.08,565220.99,577851.541,563699.027,559922.199,565204.3298,557850.1275,564607.176,560648.8432,557130.1263,547361.3761,540947.1359,544424.0617,527525.7765,532133.0404,502656.655,499146.6345,24593.0,24483.0,24133.0,25149.0,28588.0,20685.0,26337.0,26294.0,24855.0,25226.0,27922.0,25315.0,25021.0,24683.0,25524.0,26308.0,23884.0,24959.0,25621.0,27202.0,26686.0,27366.0,29107.0,26762.0,27428.0,25690.0,23259.0,26083.0,26637.0,26025.0,23370.0,24780.0,22077.0,23074.0,25698.0,23212.0,26017.0,25842.0,26025.0,23370.0,24780.0,22076.0,12.869166666666665,12.594416666666667,12.887166666666664,13.040416666666667,12.962499999999999,13.278333333333334,13.016583333333331,12.657000000000002,12.836416666666667,12.555833333333332,13.080666666666668,13.679416666666668,13.487833333333334,12.868250000000002,12.628,12.871666666666668,12.955166666666669,13.580916666666667,13.930083333333334,14.038833333333335,13.1395,13.462916666666667,13.15016666666667,14.15616666666667,13.899749999999997,13.013916666666667,14.095999999999998,13.720666666666666,13.904916666666667,13.967333333333334,13.6965,14.048166666666667,14.337916666666667,13.66408333333333,13.694250000000002,14.143833333333333,13.896583333333332,13.581499999999998,13.941666666666668,13.115416666666667,14.479583333333336,13.707166666666666,13.584625
35,Georgia,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",17333.624369999998,17954.72241,18614.47949,12469.44399,11224.36997,10170.41921,8787.266259999999,7688.441040000001,6791.0503659999995,6503.1856450000005,6202.050464,5215.108301,4819.127295,4206.43562,3294.246094,2816.611548,3223.9181399999998,3613.9845950000004,-4286.009655,-2741.537579,-973.2961062999999,-638.4316097,-290.3886045,-730.2815853999999,-105.63736229999999,-77.21473706,-227.64592000000002,-172.7152155,-222.3187051,240.2379397,10859.793029999999,-165.3915454,-75.21188828,-51.003733399999994,-72.6360835,-107.35644579999999,-43.15994268,43.97842107,240.6558977,439.9984547,221.9213724,Total greenhouse gas emissions (kt of CO2 equivalent),52152.699,54661.047,57002.975999999995,52994.038,52281.977,51638.154,51226.87,51216.748,51361.645,51528.678,50752.148,49271.240999999995,48789.043,47876.477,46727.992999999995,46829.499,47706.739,46751.864,38220.5924,31422.526,27307.6154,23015.2493,16492.9776,13616.2717,12931.4294,12076.9571,11244.96563,10982.3658,11554.30561,9788.1363,20647.4741,9653.4444,10168.475,11190.1678,11840.2366,12884.9934,12282.1374,13250.12002,13108.62377,14665.8003,14627.74929,,,,,,,,,,,,,,,,,,,,,12581.0,8455.0,9412.0,8403.0,14286.0,10000.0,11675.0,11858.0,10300.0,15518.0,20775.0,17974.0,18755.0,21880.0,15000.0,1389.0,1429.0,1429.0,3242.0,4481.0,3991.0,3622.0,8.830916666666667,7.990416666666667,7.851833333333334,8.251,8.736916666666666,7.7195,8.305416666666666,8.409916666666666,9.565083333333334,8.783083333333336,9.44175,7.979666666666666,8.613083333333334,8.51825,8.372166666666667,8.797166666666667,8.169916666666667,8.206333333333331,8.936583333333333,8.84425,8.857083333333334,7.390916666666667,7.397833333333332,8.718333333333332,9.427583333333335,9.117916666666668,8.550666666666666,9.85875,9.769166666666669,9.311166666666667,9.861749999999999,9.206,8.804583333333335,9.218583333333333,9.4135,9.40375,9.525916666666667,9.308583333333333,9.552083333333334,11.102416666666668,8.523749999999998,9.787333333333333,10.686625
